CRN,MStartTime,MEndTime,TStartTime,TEndTime,WStartTime,WEndTime,RStartTime,REndTime,FStartTime,FEndTime,Code,Instructor
21170,730,780,,,,,,,,,ANS 049C,2.0
21171,,,,,970,1140,,,,,ANS 049C,2.0
21171,730,780,,,,,,,,,ANS 049C,2.0
21172,,,,,,,970,1140,,,ANS 049C,2.0
21172,730,780,,,,,,,,,ANS 049C,2.0
21173,,,,,,,,,970,1140,ANS 049C,2.0
21173,730,780,,,,,,,,,ANS 049C,2.0
21174,,,,,,,,,,,ANS 049C,2.0
21174,730,780,,,,,,,,,ANS 049C,2.0
21175,,,,,,,,,,,ANS 049C,2.0
21175,730,780,,,,,,,,,ANS 049C,2.0
21176,,,,,730,780,,,,,ANS 049D,2.0
21176,,,790,960,,,,,,,ANS 049D,2.0
21177,,,,,,,790,960,,,ANS 049D,2.0
21177,,,,,730,780,,,,,ANS 049D,2.0
21178,,,,,730,780,,,,,ANS 049D,2.0
21178,,,,,,,,,790,960,ANS 049D,2.0
21179,,,,,540,710,,,,,ANS 049E,The Staff
21179,,,600,650,,,,,,,ANS 049E,The Staff
21180,,,600,650,,,,,,,ANS 049E,2.0
21180,,,,,,,540,710,,,ANS 049E,2.0
21181,,,600,650,,,,,,,ANS 049E,2.0
21181,,,,,,,,,540,710,ANS 049E,2.0
21182,,,480,650,,,,,,,ANS 049G,2.0
21182,910,960,,,,,,,,,ANS 049G,2.0
21183,,,790,960,,,,,,,ANS 049G,2.0
21183,910,960,,,,,,,,,ANS 049G,2.0
21184,,,,,480,650,,,,,ANS 049G,2.0
21184,910,960,,,,,,,,,ANS 049G,2.0
21185,,,,,790,960,,,,,ANS 049G,2.0
21185,910,960,,,,,,,,,ANS 049G,2.0
21186,910,960,,,,,,,,,ANS 049G,2.0
21186,,,,,,,480,650,,,ANS 049G,2.0
21187,,,660,710,,,,,,,ANS 049H,2.0
21187,,,,,540,710,,,,,ANS 049H,2.0
21188,,,660,710,,,,,,,ANS 049H,2.0
21188,,,,,,,540,710,,,ANS 049H,2.0
21189,,,,,,,,,540,710,ANS 049H,2.0
21189,,,660,710,,,,,,,ANS 049H,2.0
21190,,,660,710,,,,,,,ANS 049I,2.0
21190,480,650,,,,,,,,,ANS 049I,2.0
21191,,,660,710,,,,,,,ANS 049I,2.0
21191,,,480,650,,,,,,,ANS 049I,2.0
21192,,,660,710,,,,,,,ANS 049I,2.0
21192,,,,,480,650,,,,,ANS 049I,2.0
21193,,,,,,,480,650,,,ANS 049I,2.0
21193,,,660,710,,,,,,,ANS 049I,2.0
21194,480,650,,,,,,,,,ANS 049J,2.0
21194,,,,,,,730,780,,,ANS 049J,2.0
21195,,,480,650,,,,,,,ANS 049J,2.0
21195,,,,,,,730,780,,,ANS 049J,2.0
21196,,,,,,,730,780,,,ANS 049J,2.0
21196,,,,,480,650,,,,,ANS 049J,2.0
21197,,,,,,,730,780,,,ANS 049J,2.0
21197,,,,,,,480,650,,,ANS 049J,2.0
21198,,,,,,,730,780,,,ANS 049J,2.0
21198,,,,,,,,,480,650,ANS 049J,2.0
21199,,,,,540,710,,,,,ANS 049K,2.0
21199,,,600,650,,,,,,,ANS 049K,2.0
21200,,,600,650,,,,,,,ANS 049K,2.0
21200,,,,,,,540,710,,,ANS 049K,2.0
21201,,,,,,,,,540,710,ANS 049K,2.0
21201,,,600,650,,,,,,,ANS 049K,2.0
@,,,,,,,,,,,ANS 090C,The Staff
@,,,,,,,,,,,ANS 092,The Staff
@,,,,,,,,,,,ANS 098,The Staff
@,,,,,,,,,,,ANS 099,The Staff
21386,600,650,,,600,650,,,600,650,ANS 104,"Tucker, C"
21386,,,,,,,660,710,,,ANS 104,"Tucker, C"
21387,600,650,,,600,650,,,600,650,ANS 104,"Tucker, C"
21387,,,,,,,730,780,,,ANS 104,"Tucker, C"
21388,600,650,,,600,650,,,600,650,ANS 104,"Tucker, C"
21388,,,,,,,790,840,,,ANS 104,"Tucker, C"
21389,600,650,,,600,650,,,600,650,ANS 104,"Tucker, C"
21389,,,,,,,850,900,,,ANS 104,"Tucker, C"
21390,600,650,,,600,650,,,600,650,ANS 104,"Tucker, C"
21390,,,,,,,910,960,,,ANS 104,"Tucker, C"
21391,600,650,,,600,650,,,600,650,ANS 104,"Tucker, C"
21391,,,,,,,970,1020,,,ANS 104,"Tucker, C"
21392,600,650,,,600,650,,,600,650,ANS 104,"Tucker, C"
21392,,,,,,,1030,1080,,,ANS 104,"Tucker, C"
21393,,,850,1020,,,,,,,ANS 115,"McLean, A"
21393,660,710,,,660,710,,,660,710,ANS 115,"McLean, A"
21394,660,710,,,660,710,,,660,710,ANS 115,"McLean, A"
21394,,,,,850,1020,,,,,ANS 115,"McLean, A"
21395,660,710,,,660,710,,,660,710,ANS 115,"McLean, A"
21395,,,,,,,850,1020,,,ANS 115,"McLean, A"
21397,,,,,790,840,,,,,ANS 132,"Hess, M"
21397,,,,,1320,770,,,1320,770,ANS 132,"Hess, M"
21398,,,,,,,790,840,,,ANS 135,"Pettey, L"
21398,,,,,,,,,,,ANS 135,"Pettey, L"
21398,,,,,,,850,1020,,,ANS 135,"Pettey, L"
21399,,,730,780,,,,,,,ANS 136,"Miller, M"
21399,,,,,850,1020,,,,,ANS 136,"Miller, M"
21399,,,,,,,,,790,960,ANS 136,"Miller, M"
53170,1320,770,1320,770,,,,,,,ANS 138,"Yang, X"
53170,,,,,850,900,,,,,ANS 138,"Yang, X"
21400,910,1080,,,,,,,,,ANS 140,"Weisker, S"
21400,790,840,,,790,840,,,790,840,ANS 140,"Weisker, S"
21401,,,,,,,850,1020,,,ANS 140,"Weisker, S"
21401,790,840,,,790,840,,,790,840,ANS 140,"Weisker, S"
21402,660,710,,,660,710,,,660,710,ANS 142,"Pettey, E"
21402,730,780,,,,,,,,,ANS 142,"Pettey, E"
21403,,,730,780,,,,,,,ANS 142,"Pettey, E"
21403,660,710,,,660,710,,,660,710,ANS 142,"Pettey, E"
21404,,,,,730,780,,,,,ANS 142,"Pettey, E"
21404,660,710,,,660,710,,,660,710,ANS 142,"Pettey, E"
21405,,,,,,,,,730,780,ANS 142,"Pettey, E"
21405,660,710,,,660,710,,,660,710,ANS 142,"Pettey, E"
53171,540,590,,,540,590,,,540,590,ANS 143,"King,Pettey"
21406,,,790,840,,,,,,,ANS 170,"Horback, K"
21406,790,840,,,790,840,,,790,840,ANS 170,"Horback, K"
21407,,,850,900,,,,,,,ANS 170,"Horback, K"
21407,790,840,,,790,840,,,790,840,ANS 170,"Horback, K"
21408,,,910,960,,,,,,,ANS 170,"Horback, K"
21408,790,840,,,790,840,,,790,840,ANS 170,"Horback, K"
21409,790,840,,,790,840,,,790,840,ANS 170,"Horback, K"
21409,,,,,,,600,650,,,ANS 170,"Horback, K"
21410,,,,,,,660,710,,,ANS 170,"Horback, K"
21410,790,840,,,790,840,,,790,840,ANS 170,"Horback, K"
21411,790,840,,,790,840,,,790,840,ANS 170,"Horback, K"
21411,,,,,,,730,780,,,ANS 170,"Horback, K"
21412,790,840,,,790,840,,,790,840,ANS 170,"Horback, K"
21412,,,,,,,,,600,650,ANS 170,"Horback, K"
@,,,,,,,,,,,ANS 190C,The Staff
@,,,,,,,,,,,ANS 192,The Staff
@,,,,,,,,,,,ANS 194,The Staff
@,,,,,,,,,,,ANS 194,The Staff
@,,,,,,,,,,,ANS 194HA,The Staff
@,,,,,,,,,,,ANS 194HA,The Staff
@,,,,,,,,,,,ANS 197T,The Staff
@,,,,,,,,,,,ANS 198,The Staff
@,,,,,,,,,,,ANS 199,The Staff
@,,,,,,,,,,,ANS 290C,The Staff
21750,730,780,,,,,,,,,ANS 291,"Denicol, A"
@,,,,,,,,,,,ANS 297,The Staff
@,,,,,,,,,,,ANS 298,The Staff
@,,,,,,,,,,,ANS 299,The Staff
21930,,,820,900,,,820,900,,,ANT 001,The Staff
21930,,,970,1020,,,,,,,ANT 001,The Staff
21931,,,820,900,,,820,900,,,ANT 001,The Staff
21931,,,1030,1080,,,,,,,ANT 001,The Staff
21933,,,,,480,530,,,,,ANT 001,The Staff
21933,,,820,900,,,820,900,,,ANT 001,The Staff
21934,,,,,540,590,,,,,ANT 001,The Staff
21934,,,820,900,,,820,900,,,ANT 001,The Staff
21935,,,,,600,650,,,,,ANT 001,The Staff
21935,,,820,900,,,820,900,,,ANT 001,The Staff
21936,,,,,660,710,,,,,ANT 001,The Staff
21936,,,820,900,,,820,900,,,ANT 001,The Staff
21937,,,,,730,780,,,,,ANT 001,The Staff
21937,,,820,900,,,820,900,,,ANT 001,The Staff
21938,,,,,790,840,,,,,ANT 001,The Staff
21938,,,820,900,,,820,900,,,ANT 001,The Staff
21939,,,820,900,,,820,900,,,ANT 001,The Staff
21939,,,,,850,900,,,,,ANT 001,The Staff
21940,,,,,910,960,,,,,ANT 001,The Staff
21940,,,820,900,,,820,900,,,ANT 001,The Staff
53285,,,1090,1140,,,,,,,ANT 001,The Staff
53285,,,820,900,,,820,900,,,ANT 001,The Staff
21941,,,480,560,,,480,560,,,ANT 002,The Staff
21941,,,570,590,,,570,590,,,ANT 002,The Staff
21942,,,480,530,,,,,,,ANT 002,"Klima, A"
21942,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21943,,,540,590,,,,,,,ANT 002,"Klima, A"
21943,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21944,,,,,,,540,590,,,ANT 002,"Klima, A"
21944,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21945,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21945,,,,,,,,,660,710,ANT 002,"Klima, A"
21946,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21946,,,1090,1140,,,,,,,ANT 002,"Klima, A"
21947,,,1150,1200,,,,,,,ANT 002,"Klima, A"
21947,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21948,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21948,,,,,1090,1140,,,,,ANT 002,"Klima, A"
21949,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21949,,,,,,,,,850,900,ANT 002,"Klima, A"
21950,,,,,480,530,,,,,ANT 002,"Klima, A"
21950,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21951,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21951,,,,,,,,,730,780,ANT 002,"Klima, A"
21952,,,,,480,530,,,,,ANT 002,"Klima, A"
21952,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21953,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21953,,,,,,,1090,1140,,,ANT 002,"Klima, A"
21954,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21954,,,,,1090,1140,,,,,ANT 002,"Klima, A"
21955,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21955,,,,,1150,1200,,,,,ANT 002,"Klima, A"
21956,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21956,,,,,,,1090,1140,,,ANT 002,"Klima, A"
21957,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21957,,,,,,,1150,1200,,,ANT 002,"Klima, A"
21958,,,,,,,,,480,530,ANT 002,"Klima, A"
21958,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21959,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21959,,,,,,,1030,1080,,,ANT 002,"Klima, A"
21960,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21960,,,,,,,1090,1140,,,ANT 002,"Klima, A"
21961,,,,,,,,,480,530,ANT 002,"Klima, A"
21961,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21962,,,,,,,,,540,590,ANT 002,"Klima, A"
21962,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21963,,,,,,,,,600,650,ANT 002,"Klima, A"
21963,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21964,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21964,,,,,,,,,660,710,ANT 002,"Klima, A"
21965,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21965,,,,,,,,,730,780,ANT 002,"Klima, A"
21966,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21966,,,,,,,,,730,780,ANT 002,"Klima, A"
21967,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21967,,,,,,,,,850,900,ANT 002,"Klima, A"
21968,,,,,,,,,540,590,ANT 002,"Klima, A"
21968,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21969,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21969,,,,,,,,,660,710,ANT 002,"Klima, A"
21970,,,630,710,,,630,710,,,ANT 002,"Klima, A"
21970,,,,,,,,,660,710,ANT 002,"Klima, A"
21972,,,730,810,,,730,810,,,ANT 003,"Eerkens, J"
21972,,,,,,,,,540,590,ANT 003,"Eerkens, J"
21973,,,,,,,,,600,650,ANT 003,"Eerkens, J"
21973,,,730,810,,,730,810,,,ANT 003,"Eerkens, J"
21974,,,,,,,,,660,710,ANT 003,"Eerkens, J"
21974,,,730,810,,,730,810,,,ANT 003,"Eerkens, J"
21975,,,,,,,,,730,780,ANT 003,"Eerkens, J"
21975,,,730,810,,,730,810,,,ANT 003,"Eerkens, J"
21976,,,,,,,,,1030,1080,ANT 015,"Darwent, J"
21976,,,910,990,,,910,990,,,ANT 015,"Darwent, J"
21977,,,910,990,,,910,990,,,ANT 015,"Darwent, J"
21977,,,,,1030,1080,,,,,ANT 015,"Darwent, J"
21978,,,910,990,,,910,990,,,ANT 015,"Darwent, J"
21978,,,,,,,,,1090,1140,ANT 015,"Darwent, J"
21979,,,910,990,,,910,990,,,ANT 015,"Darwent, J"
21979,,,,,,,,,970,1020,ANT 015,"Darwent, J"
21980,,,910,990,,,910,990,,,ANT 015,"Darwent, J"
21980,,,,,,,,,1030,1080,ANT 015,"Darwent, J"
21981,,,910,990,,,910,990,,,ANT 015,"Darwent, J"
21981,,,,,,,,,1090,1140,ANT 015,"Darwent, J"
21983,540,590,,,540,590,,,,,ANT 025,"Steele, T"
21984,1090,1170,,,1090,1170,,,,,ANT 032,"Dumit, J"
21984,,,,,970,1020,,,,,ANT 032,"Dumit, J"
21985,,,,,850,900,,,,,ANT 032,The Staff
21985,1090,1170,,,1090,1170,,,,,ANT 032,The Staff
21986,,,,,,,,,540,590,ANT 032,The Staff
21986,1090,1170,,,1090,1170,,,,,ANT 032,The Staff
21987,,,,,,,,,600,650,ANT 032,The Staff
21987,1090,1170,,,1090,1170,,,,,ANT 032,The Staff
21988,,,,,,,,,660,710,ANT 032,The Staff
21988,1090,1170,,,1090,1170,,,,,ANT 032,The Staff
21989,,,,,,,,,730,780,ANT 032,The Staff
21989,1090,1170,,,1090,1170,,,,,ANT 032,The Staff
21990,,,,,910,960,,,,,ANT 032,The Staff
21990,1090,1170,,,1090,1170,,,,,ANT 032,The Staff
21991,1090,1170,,,1090,1170,,,,,ANT 032,The Staff
21991,,,,,970,1020,,,,,ANT 032,The Staff
53701,,,850,930,,,850,930,,,ANT 036,"Smith, J"
53701,,,940,960,,,940,960,,,ANT 036,"Smith, J"
@,,,,,,,,,,,ANT 099,The Staff
53395,690,710,,,690,710,,,,,ANT 131,"Sawyer, S"
53395,600,680,,,600,680,,,,,ANT 131,"Sawyer, S"
53391,730,810,,,730,810,,,,,ANT 132,"Mojaddedi, F"
53391,820,840,,,820,840,,,,,ANT 132,"Mojaddedi, F"
22054,,,1060,1080,,,1060,1080,,,ANT 137,"Klima, A"
22054,,,970,1050,,,970,1050,,,ANT 137,"Klima, A"
53393,,,820,840,,,820,840,,,ANT 138,"Choy, T"
53393,,,730,810,,,730,810,,,ANT 138,"Choy, T"
22055,1060,1080,,,1060,1080,,,,,ANT 139AN,The Staff
22055,970,1050,,,970,1050,,,,,ANT 139AN,The Staff
53394,,,730,810,,,730,810,,,ANT 139BN,The Staff
53394,,,820,840,,,820,840,,,ANT 139BN,The Staff
53596,940,960,,,940,960,,,,,ANT 140B,The Staff
53596,850,930,,,850,930,,,,,ANT 140B,The Staff
22059,,,540,620,,,540,620,,,ANT 154A,The Staff
22059,,,,,850,900,,,,,ANT 154A,The Staff
22060,,,,,970,1020,,,,,ANT 154A,The Staff
22060,,,540,620,,,540,620,,,ANT 154A,The Staff
22061,,,,,1090,1140,,,,,ANT 154A,The Staff
22061,,,540,620,,,540,620,,,ANT 154A,The Staff
22062,,,850,960,,,850,960,,,ANT 156A,"Weaver, T"
22062,,,790,840,,,790,840,,,ANT 156A,"Weaver, T"
22063,940,960,,,940,960,,,,,ANT 158,The Staff
22063,850,930,,,850,930,,,,,ANT 158,The Staff
53384,820,840,,,820,840,,,,,ANT 170,The Staff
53384,730,810,,,730,810,,,,,ANT 170,The Staff
53385,600,680,,,600,680,,,,,ANT 176,The Staff
53385,690,710,,,690,710,,,,,ANT 176,The Staff
@,,,,,,,,,,,ANT 192,The Staff
@,,,,,,,,,,,ANT 194H,The Staff
@,,,,,,,,,,,ANT 197T,The Staff
@,,,,,,,,,,,ANT 198,The Staff
@,,,,,,,,,,,ANT 199,The Staff
22215,,,,,910,1080,,,,,ANT 201,"Elhaik, T"
22217,,,,,730,900,,,,,ANT 210,"Sawyer, S"
22219,,,730,900,,,,,,,ANT 210,"Mojaddedi, F"
22221,970,1020,,,,,,,,,ANT 270,The Staff
22222,,,540,620,,,,,,,ANT 291,"Caillaud, D"
22222,,,,,,,540,620,,,ANT 291,"Caillaud, D"
@,,,,,,,,,,,ANT 298,The Staff
@,,,,,,,850,960,,,ANT 298,"Steele, T"
@,,,,,,,,,,,ANT 299,The Staff
@,,,,,,,,,,,ANT 299D,The Staff
@,,,,,,,,,,,ANT 396,The Staff
@,,,,,,,,,,,ANT 396,V
20332,540,590,,,,,,,,,ABT 016,"Frank, D"
20332,,,540,710,,,,,,,ABT 016,"Frank, D"
20333,,,,,540,710,,,,,ABT 016,"Frank, D"
20333,540,590,,,,,,,,,ABT 016,"Frank, D"
20334,,,,,,,540,710,,,ABT 016,"Frank, D"
20334,540,590,,,,,,,,,ABT 016,"Frank, D"
20335,540,590,,,,,,,,,ABT 016,"Frank, D"
20335,,,,,,,,,540,710,ABT 016,"Frank, D"
53324,,,790,960,,,,,,,ABT 049,"Frank, D"
53324,730,780,,,,,,,,,ABT 049,"Frank, D"
53325,730,780,,,,,,,,,ABT 049,"Frank, D"
53325,,,,,790,960,,,,,ABT 049,"Frank, D"
53780,730,780,,,,,,,,,ABT 049,"Frank, D"
53780,,,,,,,790,960,,,ABT 049,"Frank, D"
53781,,,,,,,,,790,960,ABT 049,"Frank, D"
53781,730,780,,,,,,,,,ABT 049,"Frank, D"
53642,,,,,,,,,,,ABT 060,"Moghimi, A"
53642,,,540,620,,,540,620,,,ABT 060,"Moghimi, A"
53642,,,,,1320,770,,,,,ABT 060,"Moghimi, A"
@,,,,,,,,,,,ABT 099,The Staff
20390,,,910,990,,,910,990,,,ABT 150,"Kisekka, I"
20390,,,,,,,,,790,960,ABT 150,"Kisekka, I"
20391,790,960,,,,,,,,,ABT 150,"Kisekka, I"
20391,,,910,990,,,910,990,,,ABT 150,"Kisekka, I"
20392,,,910,990,,,910,990,,,ABT 150,"Kisekka, I"
20392,,,,,790,960,,,,,ABT 150,"Kisekka, I"
20393,,,910,990,,,910,990,,,ABT 150,"Kisekka, I"
20393,,,,,,,,,540,710,ABT 150,"Kisekka, I"
20394,,,910,990,,,910,990,,,ABT 150,"Kisekka, I"
20394,540,710,,,,,,,,,ABT 150,"Kisekka, I"
20395,,,910,990,,,910,990,,,ABT 150,"Kisekka, I"
20395,,,,,540,710,,,,,ABT 150,"Kisekka, I"
@,,,,,,,,,,,ABT 190C,The Staff
@,,,,,,,,,,,ABT 192,The Staff
@,,,,,,,,,,,ABT 197T,The Staff
@,,,,,,,,,,,ABT 198,The Staff
@,,,630,710,,,630,710,,,ABT 198,"Ahamed, M"
@,,,,,,,,,730,780,ABT 198,"Ahamed, M"
@,,,,,790,960,,,,,ABT 198,"Frank, D"
@,,,,,,,,,,,ABT 199,The Staff
@,,,,,,,,,,,ABT 290C,The Staff
@,,,,,,,,,,,ABT 298,The Staff
@,,,,,,,,,,,ABT 299,The Staff
22377,790,840,790,840,790,840,790,840,790,840,ARB 001,"Al-Shatarat, M"
22378,600,650,600,650,600,650,600,650,600,650,ARB 001,"Hassouna, S"
22379,660,710,660,710,660,710,660,710,660,710,ARB 001,"Hassouna, S"
22380,730,780,730,780,730,780,730,780,730,780,ARB 001,"Al-Shatarat, M"
22382,730,780,730,780,730,780,730,780,,,ARB 021,"Hassouna, S"
@,,,,,,,,,,,ARB 098,The Staff
@,,,,,,,,,,,ARB 099,The Staff
22393,,,820,900,,,820,900,,,ARB 121,The Staff
@,,,,,,,,,,,ARB 198,The Staff
20676,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
20676,540,590,,,,,,,,,AHI 001A,"Sofroniew, A"
20677,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
20677,850,900,,,,,,,,,AHI 001A,"Sofroniew, A"
20678,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
20678,910,960,,,,,,,,,AHI 001A,"Sofroniew, A"
20679,,,540,590,,,,,,,AHI 001A,"Sofroniew, A"
20679,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
20680,,,910,960,,,,,,,AHI 001A,"Sofroniew, A"
20680,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
20681,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
20681,,,,,540,590,,,,,AHI 001A,"Sofroniew, A"
20682,,,,,850,900,,,,,AHI 001A,"Sofroniew, A"
20682,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
20683,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
20683,,,,,,,540,590,,,AHI 001A,"Sofroniew, A"
20684,,,,,,,910,960,,,AHI 001A,"Sofroniew, A"
20684,,,630,710,,,630,710,,,AHI 001A,"Sofroniew, A"
52926,600,680,,,600,680,,,,,AHI 025,"Grigor, T"
52926,690,710,,,690,710,,,,,AHI 025,"Grigor, T"
@,,,,,,,,,,,AHI 098,The Staff
@,,,,,,,,,,,AHI 099,The Staff
52924,,,730,810,,,730,810,,,AHI 110,"Strazdes, D"
52925,730,840,,,730,840,,,,,AHI 122,"Grigor, T"
52923,,,910,990,,,910,990,,,AHI 154,"Little, L"
52901,,,820,900,,,820,900,,,AHI 172A,"Sofroniew, A"
52902,,,1000,1080,,,1000,1080,,,AHI 176A,"Riordan, L"
52905,850,930,,,850,930,,,,,AHI 183B,"Yonan, M"
52905,940,960,,,940,960,,,,,AHI 183B,"Yonan, M"
20719,,,,,,,,,910,1080,AHI 190K,"Strazdes, D"
@,,,,,,,,,,,AHI 192,The Staff
@,,,,,,,,,,,AHI 198,The Staff
@,,,,,,,,,,,AHI 199,The Staff
52904,1320,770,,,,,,,,,AHI 200A,"Yonan, M"
20762,,,,,,,,,910,1080,AHI 290,"Strazdes, D"
@,,,,,,,,,,,AHI 292,The Staff
@,,,,,,,,,,,AHI 298,The Staff
@,,,,,,,,,,,AHI 299,The Staff
@,,,,,,,,,,,AHI 299,The Staff
@,,,,,,,,,,,AHI 396,The Staff
@,,,,,,,,,,,AHI 396,The Staff
20841,,,,,,,,,,,AHI 396,"Little, L"
20841,,,,,,,,,,,AHI 396,"Little, L"
20842,,,,,,,,,,,AHI 396,"Riordan,The Staff"
20842,,,,,,,,,,,AHI 396,"Riordan,The Staff"
20843,,,,,,,,,,,AHI 396,V
20843,,,,,,,,,,,AHI 396,V
20844,,,,,,,,,,,AHI 396,V
20844,,,,,,,,,,,AHI 396,V
20845,,,,,,,,,,,AHI 396,V
20845,,,,,,,,,,,AHI 396,V
22880,,,790,960,,,790,960,,,ART 002,"Vinokurov, B"
22881,540,710,,,540,710,,,,,ART 002,"Werfel, G"
22882,,,540,710,,,540,710,,,ART 002,The Staff
22883,,,540,710,,,540,710,,,ART 005,The Staff
22884,790,960,,,790,960,,,,,ART 005,The Staff
22885,540,710,,,540,710,,,,,ART 007,The Staff
22886,,,540,710,,,540,710,,,ART 007,"Pardee, W"
22887,790,960,,,790,960,,,,,ART 007,"Ahmadi, S"
22888,540,710,,,540,710,,,,,ART 008,"Higgins O'Connor, M"
22890,,,1290,740,,,1290,740,,,ART 009,"Hyde, T"
22891,,,790,960,,,790,960,,,ART 009,The Staff
53500,,,910,990,,,910,990,,,ART 010F,"Rosen, A"
22898,,,540,710,,,540,710,,,ART 011,"Mcdougal, G"
22899,790,960,,,790,960,,,,,ART 012,The Staff
@,,,,,,,,,,,ART 098,The Staff
@,,,,,,,,,,,ART 099,The Staff
53611,,,790,960,,,790,960,,,ART 101A,"Pardee, W"
53612,790,960,,,790,960,,,,,ART 101B,"Werfel, G"
53502,790,960,,,790,960,,,,,ART 102A,"Ahmadi, S"
22928,,,540,710,,,540,710,,,ART 103A,"Vinokurov, B"
22930,540,710,,,540,710,,,,,ART 111B,The Staff
53760,,,790,960,,,790,960,,,ART 113,4.0
53811,1030,1200,,,1030,1200,,,,,ART 114B,4.0
53503,,,790,960,,,790,960,,,ART 125D,"Mcdougal, G"
53732,790,960,,,790,960,,,,,ART 142B,5.0
@,,,,,,,,,,,ART 192,The Staff
@,,,,,,,,,,,ART 195,"Ahmadi, S"
@,,,,,,,,,,,ART 198,The Staff
@,,,,,,,,,,,ART 199,The Staff
22981,,,,,,,,,760,930,ART 221A,"Suh, Y"
22982,,,,,,,,,760,930,ART 221B,"Suh, Y"
22983,,,,,,,,,,,ART 290A,"Hyde, T"
22984,,,,,,,,,,,ART 290D,The Staff
@,,,,,,,,,,,ART 299,The Staff
23009,,,,,970,1020,,,,,ASA 001,"Ho, W"
23009,,,820,900,,,820,900,,,ASA 001,"Ho, W"
23010,,,820,900,,,820,900,,,ASA 001,"Ho, W"
23010,,,,,1030,1080,,,,,ASA 001,"Ho, W"
23011,,,820,900,,,820,900,,,ASA 001,"Ho, W"
23011,,,,,,,,,910,960,ASA 001,"Ho, W"
23012,,,820,900,,,820,900,,,ASA 001,"Ho, W"
23012,1030,1080,,,,,,,,,ASA 001,"Ho, W"
23013,,,820,900,,,820,900,,,ASA 001,"Ho, W"
23013,,,,,,,940,990,,,ASA 001,"Ho, W"
23014,,,820,900,,,820,900,,,ASA 001,"Ho, W"
23014,970,1020,,,,,,,,,ASA 001,"Ho, W"
23015,,,820,900,,,820,900,,,ASA 001,"Ho, W"
23015,,,,,1030,1080,,,,,ASA 001,"Ho, W"
23016,1090,1140,,,,,,,,,ASA 001,"Ho, W"
23016,,,820,900,,,820,900,,,ASA 001,"Ho, W"
23021,,,,,910,960,,,,,ASA 004,"Maira, S"
23021,,,730,780,,,730,780,,,ASA 004,"Maira, S"
23022,,,730,780,,,730,780,,,ASA 004,"Maira, S"
23022,,,,,850,900,,,,,ASA 004,"Maira, S"
23023,,,,,,,850,900,,,ASA 004,"Maira, S"
23023,,,730,780,,,730,780,,,ASA 004,"Maira, S"
23024,,,,,,,910,960,,,ASA 004,"Maira, S"
23024,,,730,780,,,730,780,,,ASA 004,"Maira, S"
@,,,,,,,,,,,ASA 092,The Staff
@,,,,,,,,,,,ASA 098,The Staff
@,,,,,,,,,,,ASA 099,The Staff
53629,,,850,960,,,850,960,,,ASA 130,"Min, S"
53415,730,840,,,730,840,,,,,ASA 189A,"Kim, R"
23064,,,630,710,,,630,710,,,ASA 189E,"Maira, S"
@,,,,,,,,,,,ASA 192,The Staff
@,,,,,,,,,,,ASA 197T,The Staff
@,,,,,,,,,,,ASA 198,The Staff
@,,,,,,,,,,,ASA 199,The Staff
23105,,,910,990,,,910,990,,,AST 010G,The Staff
23107,1210,1350,,,,,,,,,AST 010L,1.0
23108,,,1210,1350,,,,,,,AST 010L,1.0
23109,,,,,1210,1350,,,,,AST 010L,1.0
