CRN,MStartTime,MEndTime,TStartTime,TEndTime,WStartTime,WEndTime,RStartTime,REndTime,FStartTime,FEndTime,Code,Instructor
25526,540,590,,,540,590,,,540,590,CHE 110B,"Crabtree, K"
25527,540,710,,,540,710,,,,,CHE 115,"Goodin, D"
25527,730,780,,,730,780,,,,,CHE 115,"Goodin, D"
25528,730,780,,,730,780,,,,,CHE 115,"Goodin, D"
25528,790,960,,,790,960,,,,,CHE 115,"Goodin, D"
25529,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25529,1030,1110,,,,,,,,,CHE 118A,"Nasiri, M"
25530,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25530,1000,1080,,,,,,,,,CHE 118A,"Nasiri, M"
25531,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25531,,,,,,,,,1030,1110,CHE 118A,"Nasiri, M"
25532,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25532,1090,1170,,,,,,,,,CHE 118A,"Nasiri, M"
25533,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25533,1090,1170,,,,,,,,,CHE 118A,"Nasiri, M"
25534,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25534,1090,1170,,,,,,,,,CHE 118A,"Nasiri, M"
25535,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25535,,,,,1090,1170,,,,,CHE 118A,"Nasiri, M"
25536,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25536,1150,1230,,,,,,,,,CHE 118A,"Nasiri, M"
25537,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25537,,,,,,,,,790,870,CHE 118A,"Nasiri, M"
25538,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25538,,,,,,,,,910,990,CHE 118A,"Nasiri, M"
25539,,,630,710,,,,,,,CHE 118A,"Nasiri, M"
25539,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25540,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25540,,,1150,1230,,,,,,,CHE 118A,"Nasiri, M"
25541,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25541,,,,,,,1090,1170,,,CHE 118A,"Nasiri, M"
25542,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25542,,,,,,,1090,1170,,,CHE 118A,"Nasiri, M"
25543,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25543,1090,1170,,,,,,,,,CHE 118A,"Nasiri, M"
25544,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25544,,,,,790,870,,,,,CHE 118A,"Nasiri, M"
25545,,,730,810,,,730,810,,,CHE 118A,"Nasiri, M"
25545,,,,,,,,,910,990,CHE 118A,"Nasiri, M"
25546,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25546,,,,,,,,,910,990,CHE 118A,"Lievens, S"
25547,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25547,,,,,,,,,1030,1110,CHE 118A,"Lievens, S"
25548,,,,,450,530,,,,,CHE 118A,"Lievens, S"
25548,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25549,450,530,,,,,,,,,CHE 118A,"Lievens, S"
25549,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25550,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25550,,,,,,,,,730,810,CHE 118A,"Lievens, S"
25551,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25551,,,,,1000,1080,,,,,CHE 118A,"Lievens, S"
25552,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25552,,,,,1090,1170,,,,,CHE 118A,"Lievens, S"
25553,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25553,,,,,1000,1080,,,,,CHE 118A,"Lievens, S"
25554,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25554,,,,,,,,,910,990,CHE 118A,"Lievens, S"
25555,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25555,,,1030,1110,,,,,,,CHE 118A,"Lievens, S"
25556,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25556,,,,,,,1150,1230,,,CHE 118A,"Lievens, S"
25557,600,650,,,600,650,,,600,650,CHE 118A,"Lievens, S"
25557,,,,,,,1150,1230,,,CHE 118A,"Lievens, S"
25558,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25558,790,960,,,,,,,,,CHE 118C,"Nasiri, M"
25559,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25559,790,960,,,,,,,,,CHE 118C,"Nasiri, M"
25560,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25560,,,540,710,,,,,,,CHE 118C,"Nasiri, M"
25561,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25561,,,540,710,,,,,,,CHE 118C,"Nasiri, M"
25562,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25562,,,790,960,,,,,,,CHE 118C,"Nasiri, M"
25563,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25563,,,790,960,,,,,,,CHE 118C,"Nasiri, M"
25564,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25564,,,1150,1320,,,,,,,CHE 118C,"Nasiri, M"
25565,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25565,,,1150,1320,,,,,,,CHE 118C,"Nasiri, M"
25566,,,,,790,960,,,,,CHE 118C,"Nasiri, M"
25566,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25567,,,,,790,960,,,,,CHE 118C,"Nasiri, M"
25567,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25568,,,,,,,540,710,,,CHE 118C,"Nasiri, M"
25568,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25569,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25569,,,,,,,540,710,,,CHE 118C,"Nasiri, M"
25570,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25570,,,,,,,790,960,,,CHE 118C,"Nasiri, M"
25571,,,,,,,790,960,,,CHE 118C,"Nasiri, M"
25571,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25572,,,,,,,970,1140,,,CHE 118C,"Nasiri, M"
25572,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25573,,,,,,,970,1140,,,CHE 118C,"Nasiri, M"
25573,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25574,,,,,,,,,,,CHE 118C,"Nasiri, M"
25574,,,450,530,,,450,530,,,CHE 118C,"Nasiri, M"
25575,,,910,990,,,910,990,,,CHE 124A,"Velazquez Mojica, J"
25576,660,710,,,660,710,,,660,710,CHE 124A,"Kauzlarich, S"
25577,790,840,,,790,840,,,790,840,CHE 128A,"Lievens, S"
25580,660,710,,,660,710,,,660,710,CHE 128C,"Chen, X"
25583,,,540,710,,,,,,,CHE 129A,"Longaker, L"
25583,480,530,,,480,530,,,,,CHE 129A,"Longaker, L"
25584,480,530,,,480,530,,,,,CHE 129A,"Longaker, L"
25584,,,790,960,,,,,,,CHE 129A,"Longaker, L"
25585,,,970,1140,,,,,,,CHE 129A,"Longaker, L"
25585,480,530,,,480,530,,,,,CHE 129A,"Longaker, L"
25586,,,1150,1320,,,,,,,CHE 129A,"Longaker, L"
25586,480,530,,,480,530,,,,,CHE 129A,"Longaker, L"
25587,790,960,,,790,960,,,,,CHE 129C,"Longaker, L"
25588,600,650,,,600,650,,,600,650,CHE 130A,"Duim, W"
25589,970,1020,,,970,1020,,,970,1020,CHE 131,The Staff
25590,,,540,710,,,540,710,,,CHE 135,"Atsumi, S"
25590,,,,,,,,,790,840,CHE 135,"Atsumi, S"
25591,,,,,,,,,790,840,CHE 135,"Atsumi, S"
25591,,,790,960,,,790,960,,,CHE 135,"Atsumi, S"
25592,,,,,,,,,790,840,CHE 135,"Atsumi, S"
25592,,,970,1140,,,970,1140,,,CHE 135,"Atsumi, S"
53745,660,710,,,,,,,,,CHE 168,"Toney, M"
53745,,,1320,770,,,,,,,CHE 168,"Toney, M"
@,,,,,,,,,,,CHE 192,The Staff
@,,,,,,,,,,,CHE 194HA,The Staff
@,,,,,,,,,,,CHE 194HB,The Staff
@,,,,,,,,,,,CHE 194HC,The Staff
25797,,,,,,,,,850,960,CHE 195,1.0
@,,,,,,,,,,,CHE 197,The Staff
@,,,,,,,,,,,CHE 198,The Staff
@,,,,,,,,,,,CHE 199,The Staff
25952,600,650,,,600,650,,,600,650,CHE 201,"Velazquez Mojica, J"
25953,,,730,810,,,730,810,,,CHE 204,"Donadio, D"
25954,,,600,680,,,600,680,,,CHE 211A,"Wang, L"
25955,730,780,,,730,780,,,730,780,CHE 226,"Berben, L"
53723,,,540,620,,,540,620,,,CHE 228A,"Britt, R"
25956,540,590,,,540,590,,,540,590,CHE 233,"Tantillo, D"
25957,600,650,,,600,650,,,600,650,CHE 238,"Beal, P"
25958,1150,1230,,,1150,1230,,,,,CHE 240,"Koski, K"
25960,970,1050,,,,,,,,,CHE 241B,"Guo, T"
@,,,,,,,,,,,CHE 261,The Staff
26017,,,,,970,1080,970,1080,,,CHE 262,"Shaw, J"
@,,,,,,,,,,,CHE 263,The Staff
@,,,,,,,,,,,CHE 264,The Staff
26132,,,970,1080,,,970,1080,,,CHE 290,"Shaw, J"
26133,,,,,,,,,850,960,CHE 295,1.0
@,,,,,,,,,,,CHE 298,The Staff
@,,,,,,,,,,,CHE 299,The Staff
@,,,,,,,,,,,CHE 390,The Staff
@,,,,,,,,,,,CHE 390,The Staff
26308,,,,,,,,,,,CHE 390,2.0
26308,,,,,,,,,,,CHE 390,2.0
26309,,,,,,,,,,,CHE 390,2.0
26309,,,,,,,,,,,CHE 390,2.0
26311,,,,,,,,,,,CHE 392,The Staff
26312,,,,,,,,,600,650,CHI 010,"Marquez, L"
26312,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26313,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26313,,,,,,,1090,1140,,,CHI 010,"Marquez, L"
26314,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26314,,,,,,,1030,1080,,,CHI 010,"Marquez, L"
26315,,,,,,,,,660,710,CHI 010,"Marquez, L"
26315,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26316,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26316,,,,,,,,,730,780,CHI 010,"Marquez, L"
26317,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26317,,,,,,,,,790,840,CHI 010,"Marquez, L"
26318,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26318,970,1020,,,,,,,,,CHI 010,"Marquez, L"
26319,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26319,1030,1080,,,,,,,,,CHI 010,"Marquez, L"
26320,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26320,,,,,970,1020,,,,,CHI 010,"Marquez, L"
26321,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26321,,,,,970,1020,,,,,CHI 010,"Marquez, L"
26322,480,530,,,,,,,,,CHI 010,"Marquez, L"
26322,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26323,540,590,,,,,,,,,CHI 010,"Marquez, L"
26323,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26324,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26324,,,,,,,910,960,,,CHI 010,"Marquez, L"
26325,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26325,,,,,,,970,1020,,,CHI 010,"Marquez, L"
26326,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26326,,,970,1020,,,,,,,CHI 010,"Marquez, L"
26327,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26327,,,970,1020,,,,,,,CHI 010,"Marquez, L"
26328,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26328,,,910,960,,,,,,,CHI 010,"Marquez, L"
26329,,,730,810,,,730,810,,,CHI 010,"Marquez, L"
26329,,,,,1030,1080,,,,,CHI 010,"Marquez, L"
26331,,,630,710,,,630,710,,,CHI 021,4.0
26333,,,,,910,960,,,,,CHI 023,The Staff
26333,,,730,810,,,730,810,,,CHI 023,The Staff
26334,,,730,810,,,730,810,,,CHI 023,The Staff
26334,,,,,970,1020,,,,,CHI 023,The Staff
26336,,,,,,,790,840,,,CHI 050,"Jackson, C"
26336,,,630,710,,,630,710,,,CHI 050,"Jackson, C"
26337,,,630,710,,,630,710,,,CHI 050,"Jackson, C"
26337,,,,,,,850,900,,,CHI 050,"Jackson, C"
26338,,,630,710,,,630,710,,,CHI 050,"Jackson, C"
26338,,,850,900,,,,,,,CHI 050,"Jackson, C"
26339,,,630,710,,,630,710,,,CHI 050,"Jackson, C"
26339,,,850,900,,,,,,,CHI 050,"Jackson, C"
26340,,,630,710,,,630,710,,,CHI 050,"Jackson, C"
26340,850,900,,,,,,,,,CHI 050,"Jackson, C"
26341,,,630,710,,,630,710,,,CHI 050,"Jackson, C"
26341,910,960,,,,,,,,,CHI 050,"Jackson, C"
26342,,,630,710,,,630,710,,,CHI 050,"Jackson, C"
26342,730,780,,,,,,,,,CHI 050,"Jackson, C"
26343,,,630,710,,,630,710,,,CHI 050,"Jackson, C"
26343,790,840,,,,,,,,,CHI 050,"Jackson, C"
26348,730,840,,,730,840,,,,,CHI 070,The Staff
26349,,,540,710,,,540,710,,,CHI 073,The Staff
26349,,,,,,,,,,,CHI 073,The Staff
@,,,,,,,,,,,CHI 092,The Staff
@,,,,,,,,,,,CHI 098,The Staff
@,,,,,910,990,,,,,CHI 098,"Jackson, C"
@,,,,,,,,,,,CHI 099,The Staff
26379,,,540,620,,,540,620,,,CHI 100,"Chabram-Dernersesian, A"
53819,,,,,,,,,,,CHI 102B,"Singh, M"
53819,,,540,620,,,540,620,,,CHI 102B,"Singh, M"
26380,850,960,,,850,960,,,,,CHI 110,4.0
26381,600,710,,,600,710,,,,,CHI 112,The Staff
26383,,,540,620,,,540,620,,,CHI 121,The Staff
26385,,,730,810,,,730,810,,,CHI 131,The Staff
53535,,,730,840,,,730,840,,,CHI 148,"Zepeda, S"
26388,850,960,,,850,960,,,,,CHI 154,"Montoya, M"
26389,,,970,1080,,,970,1080,,,CHI 156,The Staff
53835,,,,,970,1200,,,,,CHI 160,"De La Mora, S"
53835,,,,,,,,,,,CHI 160,"De La Mora, S"
26390,,,,,,,,,,,CHI 165,The Staff
26390,,,,,910,1140,,,,,CHI 165,The Staff
26391,,,600,710,,,600,710,,,CHI 181,The Staff
26392,730,840,,,730,840,,,,,CHI 182,The Staff
@,,,,,,,,,,,CHI 192,The Staff
@,,,,,,,,,,,CHI 194HA,The Staff
@,,,,,,,,,,,CHI 194HB,The Staff
@,,,,,,,,,,,CHI 198,The Staff
@,,,730,810,,,730,810,,,CHI 198,"Singh, M"
@,,,,,,,,,,,CHI 199,"Flores, Y"
53818,,,540,620,,,540,620,,,CHI 241,"Deeb Sossa, N"
@,,,,,,,,,,,CHI 298,The Staff
@,,,,,,,,,,,CHI 299,The Staff
@,,,,,,,,,,,CHI 396,The Staff
26471,480,530,480,530,480,530,480,530,480,530,CHN 001,"Li, J"
26472,540,590,540,590,540,590,540,590,540,590,CHN 001,"Li, J"
26473,600,650,600,650,600,650,600,650,600,650,CHN 001,"Li, Y"
26474,660,710,660,710,660,710,660,710,660,710,CHN 001,"Lee, I"
26475,730,780,730,780,730,780,730,780,730,780,CHN 001,"Lee, I"
26476,730,780,730,780,730,780,730,780,730,780,CHN 001BL,"Yin, H"
26477,600,650,600,650,600,650,600,650,600,650,CHN 002,"Lu, L"
26478,540,590,540,590,540,590,540,590,540,590,CHN 003,"Lu, L"
26479,730,780,730,780,730,780,730,780,730,780,CHN 004,"Li, Y"
26480,660,710,660,710,660,710,660,710,660,710,CHN 004,"Li, Y"
52966,,,970,1080,,,970,1080,,,CHN 011,"Tan, Y"
@,,,,,,,,,,,CHN 098,The Staff
@,,,,,,,,,,,CHN 099,The Staff
53404,,,850,960,,,850,960,,,CHN 109A,"Halperin, M"
52985,940,960,,,940,960,,,,,CHN 110,"He, Y"
52985,850,930,,,850,930,,,,,CHN 110,"He, Y"
26511,540,590,,,540,590,540,590,,,CHN 111,"Lee, I"
26511,,,540,590,,,,,,,CHN 111,"Lee, I"
26513,,,600,710,,,600,710,,,CHN 114,"Halperin, M"
26514,970,1050,,,970,1050,,,,,CHN 120,"Tan, Y"
26514,1060,1080,,,1060,1080,,,,,CHN 120,"Tan, Y"
26517,730,840,,,730,840,,,,,CHN 150,"He, Y"
@,,,,,,,,,,,CHN 192,The Staff
@,,,,,,,,,,,CHN 197T,The Staff
@,,,,,,,,,,,CHN 198,The Staff
@,,,,,,,,,,,CHN 199,The Staff
@,,,,,,,,,,,CHN 299,The Staff
53173,,,,,,,,,730,780,CDM 001,"Fallon, K"
53173,,,850,900,,,850,900,,,CDM 001,"Fallon, K"
53173,,,1090,1260,,,,,,,CDM 001,"Fallon, K"
53174,,,,,,,,,790,840,CDM 001,"Fallon, K"
53174,,,850,900,,,850,900,,,CDM 001,"Fallon, K"
53174,,,1090,1260,,,,,,,CDM 001,"Fallon, K"
53175,,,850,900,,,850,900,,,CDM 001,"Fallon, K"
53175,,,,,970,1020,,,,,CDM 001,"Fallon, K"
53175,,,1090,1260,,,,,,,CDM 001,"Fallon, K"
53176,,,850,900,,,850,900,,,CDM 001,"Fallon, K"
53176,,,,,1030,1080,,,,,CDM 001,"Fallon, K"
53176,,,1090,1260,,,,,,,CDM 001,"Fallon, K"
53177,,,1090,1260,,,,,,,CDM 001,"Fallon, K"
53177,,,,,,,970,1020,,,CDM 001,"Fallon, K"
53177,,,850,900,,,850,900,,,CDM 001,"Fallon, K"
53178,,,1090,1260,,,,,,,CDM 001,"Fallon, K"
53178,,,,,,,1030,1080,,,CDM 001,"Fallon, K"
53178,,,850,900,,,850,900,,,CDM 001,"Fallon, K"
53179,,,850,900,,,850,900,,,CDM 001,"Fallon, K"
53179,,,1090,1260,,,,,,,CDM 001,"Fallon, K"
53179,,,,,,,,,660,710,CDM 001,"Fallon, K"
53180,,,,,,,,,730,780,CDM 001,"Fallon, K"
53180,,,1090,1260,,,,,,,CDM 001,"Fallon, K"
53180,,,850,900,,,850,900,,,CDM 001,"Fallon, K"
25027,,,1000,1080,,,1000,1080,,,CDM 002,"Lenoir, T"
25027,,,,,1030,1080,,,,,CDM 002,"Lenoir, T"
25028,,,1000,1080,,,1000,1080,,,CDM 002,"Lenoir, T"
25028,,,,,1090,1140,,,,,CDM 002,"Lenoir, T"
25029,,,1000,1080,,,1000,1080,,,CDM 002,"Lenoir, T"
25029,,,,,1030,1080,,,,,CDM 002,"Lenoir, T"
25030,,,1000,1080,,,1000,1080,,,CDM 002,"Lenoir, T"
25030,,,,,1090,1140,,,,,CDM 002,"Lenoir, T"
25031,1090,1200,,,,,,,,,CDM 020,"Wyman, J"
25031,,,,,850,1020,,,,,CDM 020,"Wyman, J"
25031,630,710,,,630,710,,,,,CDM 020,"Wyman, J"
25032,1090,1200,,,,,,,,,CDM 020,"Wyman, J"
25032,,,,,,,1030,1200,,,CDM 020,"Wyman, J"
25032,630,710,,,630,710,,,,,CDM 020,"Wyman, J"
25033,630,710,,,630,710,,,,,CDM 020,"Wyman, J"
25033,1090,1200,,,,,,,,,CDM 020,"Wyman, J"
25033,,,,,,,,,1320,770,CDM 020,"Wyman, J"
25036,1030,1080,,,,,,,,,CDM 072,"Amde, L"
25036,910,990,,,910,990,,,,,CDM 072,"Amde, L"
25037,,,,,,,,,600,650,CDM 072,"Amde, L"
25037,910,990,,,910,990,,,,,CDM 072,"Amde, L"
25038,,,,,,,,,660,710,CDM 072,"Amde, L"
25038,910,990,,,910,990,,,,,CDM 072,"Amde, L"
@,,,,,,,,,,,CDM 099,The Staff
53185,,,1410,770,,,1410,770,,,CDM 100,"Okpako, B"
53185,,,600,680,,,600,680,,,CDM 100,"Okpako, B"
53331,970,1140,,,970,1140,,,,,CDM 107,"Kemp, M"
53815,1320,770,,,,,,,,,CDM 130,The Staff
53815,,,,,1320,770,,,,,CDM 130,The Staff
53186,,,,,1090,1260,,,,,CDM 166,"Smoodin, E"
53186,,,820,900,,,820,900,,,CDM 166,"Smoodin, E"
53726,1380,830,,,1380,830,,,,,CDM 173,"Amde, L"
53332,,,850,930,,,,,,,CDM 189,"Okpako, B"
53332,,,,,,,850,930,,,CDM 189,"Okpako, B"
53332,,,940,1020,,,940,1020,,,CDM 189,"Okpako, B"
@,,,,,,,,,,,CDM 192,The Staff
@,,,,,,,,,,,CDM 198,The Staff
@,,,,,,,,,,,CDM 199,The Staff
@,,,,,,,,,,,CDM 396,The Staff
26601,730,780,,,730,780,,,730,780,CLA 010,"Stem, M"
52991,,,540,620,,,540,620,,,CLA 020,The Staff
26602,850,900,,,850,900,,,850,900,CLA 030F,"Brelinski, T"
26603,790,840,,,790,840,,,790,840,CLA 030F,"Brelinski, T"
52992,,,630,710,,,630,710,,,CLA 101D,"Cruz, K"
52993,,,910,990,,,910,990,,,CLA 111,"Uhlig, A"
52994,,,820,900,,,820,900,,,CLA 172A,"Sofroniew, A"
@,,,,,,,,,,,CLA 194HA,The Staff
@,,,,,,,,,,,CLA 194HA,The Staff
@,,,,,,,,,,,CLA 197TC,The Staff
@,,,,,,,,,,,CLA 198,The Staff
@,,,,,,,,,,,CLA 199,The Staff
@,,,,,,,,,,,CLA 299,The Staff
@,,,,,,,,,,,CLA 299,The Staff
@,,,,,,,,,,,CLA 396,The Staff
@,,,,,,,,,,,CLH 200,"Meyers,Schweitzer"
@,,,,,,,,,,,CLH 202,"Romano,Schwarz"
@,,,,,,,,,,,CLH 202,"Romano,Schwarz"
@,,,,,,,790,900,,,CLH 204,"Yarborough, M"
@,,,,,,,,,,,CLH 208,"Ozonoff, S"
@,,,,,,,,,,,CLH 211,"Bold,Fenton,Romano,Wise"
26668,,,540,585,,,,,,,CLH 212,"Fierro, F"
26668,,,,,,,,,540,630,CLH 212,"Fierro, F"
@,,,,,,,,,,,CLH 222,"Ikemoto, L"
@,,,,,,,,,,,CLH 240,"Medici, V"
@,,,,,,,,,,,CLH 240,"Medici, V"
@,,,480,590,,,480,590,,,CLH 244,"Nuno, M"
@,,,,,,,,,,,CLH 290A,"Hotz, C"
@,,,,,,,,,,,CLH 290B,"Tarantal, A"
@,,,,,,,975,1025,,,CLH 290C,"Tarantal, A"
@,,,,,,,975,1025,,,CLH 290C,1.0
@,,,,,,,,,,,CLH 298,The Staff
@,,,,,,,,,,,CLH 299,The Staff
25109,1090,1140,,,,,,,,,CGS 001,"Dorsey, J"
25109,540,590,,,540,590,,,540,590,CGS 001,"Dorsey, J"
25110,540,590,,,540,590,,,540,590,CGS 001,"Dorsey, J"
25110,1150,1200,,,,,,,,,CGS 001,"Dorsey, J"
25111,540,590,,,540,590,,,540,590,CGS 001,"Dorsey, J"
25111,,,790,840,,,,,,,CGS 001,"Dorsey, J"
25112,540,590,,,540,590,,,540,590,CGS 001,"Dorsey, J"
25112,,,850,900,,,,,,,CGS 001,"Dorsey, J"
25113,540,590,,,540,590,,,540,590,CGS 001,"Dorsey, J"
25113,,,,,790,840,,,,,CGS 001,"Dorsey, J"
25114,540,590,,,540,590,,,540,590,CGS 001,"Dorsey, J"
25114,,,,,850,900,,,,,CGS 001,"Dorsey, J"
25115,540,590,,,540,590,,,540,590,CGS 001,"Dorsey, J"
25115,,,1090,1140,,,,,,,CGS 001,"Dorsey, J"
25116,,,1150,1200,,,,,,,CGS 001,"Dorsey, J"
25116,540,590,,,540,590,,,540,590,CGS 001,"Dorsey, J"
25117,,,1000,1080,,,1000,1080,,,CGS 107,"Boorman, E"
26702,,,730,780,,,730,780,,,CMN 001,"Shubb, A"
26702,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26703,,,,,480,530,,,480,530,CMN 001,"Shubb, A"
26703,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26704,,,,,480,530,,,480,530,CMN 001,"Shubb, A"
26704,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26705,,,,,540,590,,,540,590,CMN 001,"Shubb, A"
26705,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26706,,,790,840,,,790,840,,,CMN 001,"Shubb, A"
26706,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26707,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26707,,,1090,1140,,,1090,1140,,,CMN 001,"Shubb, A"
26708,,,790,840,,,790,840,,,CMN 001,"Shubb, A"
26708,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26709,,,1030,1080,,,1030,1080,,,CMN 001,"Shubb, A"
26709,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26710,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26710,,,1090,1140,,,1090,1140,,,CMN 001,"Shubb, A"
26711,,,1030,1080,1030,1080,,,,,CMN 001,"Shubb, A"
26711,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26712,,,,,,,970,1020,970,1020,CMN 001,"Shubb, A"
26712,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26713,,,,,730,780,,,730,780,CMN 001,"Shubb, A"
26713,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26714,,,,,790,840,,,790,840,CMN 001,"Shubb, A"
26714,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26715,,,,,850,900,,,850,900,CMN 001,"Shubb, A"
26715,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26716,,,970,1020,,,970,1020,,,CMN 001,"Shubb, A"
26716,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26717,,,1030,1080,,,1030,1080,,,CMN 001,"Shubb, A"
26717,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26718,,,,,910,960,,,910,960,CMN 001,"Shubb, A"
26718,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26719,1090,1200,,,,,,,,,CMN 001,"Shubb, A"
26719,,,,,540,590,,,540,590,CMN 001,"Shubb, A"
26720,,,,,,,,,,,CMN 003V,"Hether, H"
26720,,,,,,,,,,,CMN 003V,"Hether, H"
26721,,,,,,,,,,,CMN 003V,"Hether, H"
26721,,,,,,,,,,,CMN 003V,"Hether, H"
26722,,,,,,,,,,,CMN 003V,"Hether, H"
26722,,,,,,,,,,,CMN 003V,"Hether, H"
26723,,,,,,,,,,,CMN 003V,"Hether, H"
26723,,,,,,,,,,,CMN 003V,"Hether, H"
26724,,,,,,,,,,,CMN 003V,"Hether, H"
26724,,,,,,,,,,,CMN 003V,"Hether, H"
26725,,,,,,,,,,,CMN 003V,"Hether, H"
26725,,,,,,,,,,,CMN 003V,"Hether, H"
26726,,,,,,,,,,,CMN 003V,"Hether, H"
26726,,,,,,,,,,,CMN 003V,"Hether, H"
26727,,,,,,,,,,,CMN 003V,"Hether, H"
26727,,,,,,,,,,,CMN 003V,"Hether, H"
26728,,,,,,,,,,,CMN 003V,"Hether, H"
26728,,,,,,,,,,,CMN 003V,"Hether, H"
26729,,,,,,,,,,,CMN 003V,"Hether, H"
26729,,,,,,,,,,,CMN 003V,"Hether, H"
26730,,,,,,,,,,,CMN 003V,"Hether, H"
26730,,,,,,,,,,,CMN 003V,"Hether, H"
26731,,,,,,,,,,,CMN 003V,"Hether, H"
26731,,,,,,,,,,,CMN 003V,"Hether, H"
26733,,,,,,,,,,,CMN 010V,"Theobald, J"
26733,,,,,,,,,,,CMN 010V,"Theobald, J"
26734,,,,,,,,,,,CMN 010V,"Theobald, J"
26734,,,,,,,,,,,CMN 010V,"Theobald, J"
26735,,,,,,,,,,,CMN 010V,"Theobald, J"
26735,,,,,,,,,,,CMN 010V,"Theobald, J"
26736,,,,,,,,,,,CMN 010V,"Theobald, J"
