Name,Department,Rating,# of Ratings,% Would Take Again,Difficulty,Link to Page
Frank Hirtz,International Studies,3.7,25 ratings,N/A,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=718929
Emilie Mitchell,Psychology,4.4,85 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=720066
Dorothy Woolley,Science,3.1,9 ratings,N/A,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=720910
"John ""Ryan"" Fischer",History,3.3,3 ratings,N/A,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=721941
Wolfgang Pittroff,Animal Science,3.1,37 ratings,N/A,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=722312
Ellen Gold,Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=723884
Subhadip Raychaudhuri,Biomedical,2.7,3 ratings,N/A,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=728704
Alexander Revzin,Biomedical,2.5,3 ratings,N/A,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=728706
Shin Tai Song,Civil Engineering,3.5,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=729364
Sashi Kunnath,Civil Engineering,4.8,10 ratings,100%,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=729375
Scott Harring,Writing,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=731861
Brian Dick,Sociology,3.7,42 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=734633
George Lewis,Philosophy,3,3 ratings,N/A,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=739085
Warren Dym,History,3.3,13 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=739203
Laura Mancheno,Languages,4.8,4 ratings,N/A,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=739353
Michael Buonocore,Engineering,2.8,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=739432
Elisabeth Garcia,Food Science,3.9,61 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=740174
Mindy Romero,Sociology,3.9,17 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=748148
Sharon Strauss,Science,2.5,46 ratings,16%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=748203
Fabian Bombardelli,Engineering,4.2,33 ratings,78%,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=750233
HJ Tsinhnahjinnie,Native Studies,3,39 ratings,50%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=753468
Michael Reid,Plant & Soil Science,2,1 ratings,N/A,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=757808
Eli Goldwyn,Mathematics,3.4,28 ratings,N/A,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=759744
Wendy Silk,Environmental Science,2.9,9 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=762313
Timothy Griffin,Spanish,5,5 ratings,N/A,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=764570
Stefan Sciaraffa,Philosophy,3.9,8 ratings,N/A,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=765079
David Gilchrist,Biochemistry,4.6,9 ratings,N/A,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=766385
Edward Valandra,Native Studies,2.8,30 ratings,N/A,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=769898
Rahman Azari,Statistics,3.6,69 ratings,70%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=770600
Espen Spangenburg,Science,3.8,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=772119
Mike Trestman,Philosophy,2.6,7 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=773950
Alexander Antipa,Physical Ed,4.8,6 ratings,N/A,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=774763
Alison Berry,Agriculture,3.1,4 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=774972
Richard Evans,Agriculture,3.9,4 ratings,N/A,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=774977
Clayton Schupp,Statistics,3.5,55 ratings,N/A,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=776124
Jane-Ling Wang,Statistics,3.6,8 ratings,67%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=778384
Michal Kurlaender,Education,4.3,15 ratings,0%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=778695
Bertram Ludaescher,Computer Science,4.4,14 ratings,N/A,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=778717
Gary Stockdale,Psychology,2.5,6 ratings,N/A,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=778926
Louie Yang,Biology,4.8,10 ratings,100%,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=779154
Rachel Swinkin,English,3.6,23 ratings,N/A,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=779849
Greg Wall,Statistics,4.7,30 ratings,N/A,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=780398
Jie Peng,Statistics,2,78 ratings,86%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=781562
Glenn Young,Food Science,4,11 ratings,75%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=782032
Thomas Holloway,History,3.8,6 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=783346
Galia Franco,Judaic Studies,4.7,12 ratings,100%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=784074
Thomas Young,Engineering,4.4,8 ratings,75%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=786926
Chris Friel,Science,5,3 ratings,N/A,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=787206
Jayne Walker,English,3.6,7 ratings,N/A,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=787962
Jean-Pierre Delplanque,Engineering,4.1,19 ratings,100%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=788029
Lisa Miller,Human Development,3.1,21 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=789546
Bradley Safnuk,Mathematics,4.8,7 ratings,N/A,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=790115
Adele Zhang,Design,3.9,13 ratings,100%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=793003
David Hawkins,Biological Sciences,2.3,9 ratings,0%,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=793017
Michael Schick,TA,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=793464
Michael Zhang,Civil Engineering,2.8,15 ratings,100%,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=793708
Parviz Nader Tehrani,Engineering,4.4,8 ratings,N/A,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=795551
Qing Zhao,Electrical Engineering,2.2,3 ratings,N/A,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=795988
Chuck Fuller,Biological Sciences,3.8,19 ratings,100%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=797491
Robert Feenstra,Economics,4.2,19 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=797707
Sue Bodine,Biological Sciences,3.5,12 ratings,50%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=798796
Mikal Saltveit,Agriculture,4.1,12 ratings,N/A,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=798946
Anna Rodas,Spanish,4.1,8 ratings,N/A,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=801760
Kerstin Luck,Sociology,4.4,27 ratings,N/A,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=802613
Ahmet Palazoglu,Engineering,3.4,9 ratings,0%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=802784
Marco Molinaro,Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=803490
Cristina Gonzalez,Spanish,4.4,8 ratings,100%,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=805574
Silvia Soto,Native Studies,2.5,14 ratings,0%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=805712
Craig Baldwin,Fine Arts,1.3,13 ratings,N/A,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=806066
Hirofumi Yamada,Mathematics,2.3,15 ratings,N/A,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=806282
Su-Ju Lin,Microbiology,3.6,43 ratings,72%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=806434
Sue Ebeler,Biochemistry,3.6,7 ratings,100%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=806488
Andy Walker,Agriculture,4.9,10 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=806491
Burkhard Schipper,Economics,2.8,56 ratings,29%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=806589
Martina Newell-Mcgloughlin,Biological Sciences,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=806990
Laura Amador,Spanish,4.8,5 ratings,100%,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=807197
Keith Smith,Political Science,3.3,15 ratings,N/A,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=808034
Yueyue Fan,Civil Engineering,3.9,13 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=808109
Jason Dejong,Civil Engineering,3.5,15 ratings,34%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=808751
Lawrence C. Wang,Statistics,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=810072
Mark Allen,Chemistry,4.8,2 ratings,N/A,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=810318
Julie Leary,Biological Sciences,2.1,69 ratings,N/A,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=810509
Soma Roychowdhury,Statistics,3.9,24 ratings,N/A,1.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=810782
Courtney Hopf,English,4.4,8 ratings,N/A,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=810938
Susan Williams,Environmental Science,4,3 ratings,N/A,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=810993
CY Williams,Physical Ed,3.9,4 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=811926
Jennifer Brock,English,3.7,9 ratings,N/A,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=811950
Alex Barchechat,Mathematics,3.9,12 ratings,N/A,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=812024
Carolyn Waggoner,English,4.3,32 ratings,84%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=812225
Cristian Castro,History,4.3,6 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=813285
Ann Orel,Mathematics,2.1,24 ratings,N/A,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=813895
Caren Kaplan,Women's Studies,3,33 ratings,45%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=814054
Emilio Ferrer-Caja,Psychology,4.4,5 ratings,N/A,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=814792
Jamal Abedi,Education,2.3,4 ratings,N/A,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=814947
Eric Sanford,Biological Sciences,3.9,14 ratings,20%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=817341
Gary Smith,Food Science,3.7,33 ratings,34%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=817604
John Harvey,Civil Engineering,3.7,27 ratings,67%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=817942
Sabyasachi Sen,Materials Science,3,7 ratings,N/A,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=819113
Sarah Lauro,English,4.6,14 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=820885
Katie Rodger,English,4.6,31 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=821784
David Bunch,Management,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=821838
Jason Dunn,English,3.2,9 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=822070
Jenny Luna,Native Studies,4.2,10 ratings,100%,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=822657
Kevin Wolf,German,4.8,3 ratings,N/A,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=822703
Derrick Kiley,Physics,4.7,16 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=822810
Uri Giveon,Physics,2.8,4 ratings,N/A,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=822822
Gerry Nunes,Physical Ed,4.6,7 ratings,N/A,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=822951
Randy Nelson,Physics,4.1,4 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=824355
Robert Wiener,Social Science,3.6,6 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=824785
James Crutchfield,Physics,2,6 ratings,0%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=825379
Manuel Sanchez,Physics,3.7,6 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=825507
William W. Hagen,History,2.5,13 ratings,100%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=825832
David Beech,Chemistry,4.8,3 ratings,N/A,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=825842
Takayuki Shibamoto,Environmental Science,4.3,5 ratings,N/A,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=826726
Robert Powell,Chemical Engineering,3.4,8 ratings,N/A,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=826942
Brian Maroney,Civil Engineering,3.6,6 ratings,N/A,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=827898
Jim Hogan,Law,5,3 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=829569
Barbara Beegles,Military Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=830167
Art Havenner,Economics,3.4,15 ratings,N/A,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=832923
Bruno Nachtergaele,Mathematics,2.3,26 ratings,30%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833341
Ann Noble,Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833346
Robert Norris,Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833347
Thomas Nyland,Veterinary Sciences,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833349
I Idriss,Civil Engineering,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833350
Peter Ihrke,Veterinary Sciences,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833351
Jan Ilkiw,Veterinary Sciences,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833357
Michael Insana,Biomedical,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833362
Petr Janata,Psychology,2.8,16 ratings,29%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833594
Craig Abbey,Biomedical,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833623
Chris Leong,TA,4.3,12 ratings,0%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833624
Timothy Albertson,Medicine,3.3,2 ratings,N/A,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833627
Halifu Osumare,African-American Studies,3.4,26 ratings,N/A,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833629
Patricia Turner,African-American Studies,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833630
James Chalfant,Agriculture,2.1,22 ratings,19%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833634
Dale Heien,Agriculture,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833635
Richard Howitt,Agriculture,3.1,7 ratings,N/A,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833636
Warren Johnston,Agriculture,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833637
Alex McCalla,Agriculture,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833638
J. Edward Taylor,Agriculture,3.7,31 ratings,80%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833641
Carolyn Thomas De La Pena,American Studies,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833646
Ernest S. Chang,Animal Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833648
Douglas E. Conklin,Animal Science,3.8,2 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833650
Serge I. Doroshov,Animal Science,5,3 ratings,N/A,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833651
Jerry L. Hedrick,Biochemistry,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=833654
Loukas Barton,Anthropology,4.3,3 ratings,N/A,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=834455
Rao Vemuri,Computer Science,1.5,19 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=849663
Philip Gotanda,Asian Studies,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=851014
Howard Cornell,Environmental Science,4.3,5 ratings,N/A,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=852075
Eva St.Clair,History,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=852258
Louis Botsford,Wildlife,2.8,12 ratings,50%,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=856347
Laurie Brignolo,Veterinary Sciences,4.5,3 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=856480
David Ong,Economics,2.5,9 ratings,N/A,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=856568
Christi Bamford~9/19/12,Psychology,3.6,33 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=858246
Donald Donham,Anthropology,3.6,45 ratings,40%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=858359
Stephen Kowalchzykowski,Biological Sciences,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=858565
Regina Milano,Philosophy,4,3 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=858859
David Waddell,Biological Sciences,3.1,11 ratings,N/A,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=859296
Tzipora Goldkorn,Medicine,1,2 ratings,N/A,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=859733
Maria Colombi,Spanish,1.9,12 ratings,0%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=860158
Dorte Madsen,Chemistry,2.3,78 ratings,N/A,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=860530
Aaron Difranco,English,3.8,3 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=860546
Richard Henderson,Physical Education,4.6,4 ratings,N/A,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=860549
Isis Golden,African-American Studies,2.1,4 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=861226
Nancy Hudson,Nutrition,2.8,8 ratings,N/A,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=861637
Rachel Edelson,Education,4.7,21 ratings,100%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=862065
Brooke Newman,History,4.9,4 ratings,N/A,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=862192
Cheuk-Yiu Ng,Chemistry,1.6,66 ratings,N/A,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=862639
Damien Martin,Physics,3.9,8 ratings,N/A,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=868818
Benjamin Burgess,Native Studies,3.9,4 ratings,N/A,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=870020
Dawn Blunk,English,5,1 ratings,N/A,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=870124
Larry Berman,Political Science,3.7,13 ratings,N/A,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=871468
Steve Mehallo,Design,2.2,5 ratings,0%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=874588
Cheuk Yiu,Chemistry,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=875227
Dorothy Fraser,Medicine,2.8,2 ratings,N/A,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=876261
Leo Blanken,Political Science,4.5,25 ratings,N/A,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=880678
Kendra Smith,English,4.7,14 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=882315
K Yoder,Physical Education,4.3,3 ratings,100%,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=884751
Kal Balavenkatesan,Asian Studies,5,5 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=885599
Nicole Asquith,French,2.8,4 ratings,N/A,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=885670
Randall Southard,Agriculture,4.4,7 ratings,100%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=885994
Sonya Berg,Mathematics,3.8,31 ratings,N/A,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=886511
Thomas Johnston,TA,3.8,5 ratings,N/A,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=890005
Julie Setele,Sociology,2.3,27 ratings,N/A,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=890114
Judith Rose,English,3,19 ratings,N/A,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=890881
Leslie Young,Mathematics,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=891211
Hope Medina,Advisor,4,4 ratings,67%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=892384
Daphne Potts,Comparative Literature,4.4,14 ratings,N/A,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=892579
Hsin-Chia Cheng,Physics,2.6,11 ratings,15%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=893957
Silas Hung,Nutrition,4.1,5 ratings,N/A,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=893971
Marian Negoita,Sociology,3.4,12 ratings,N/A,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=893978
