Name,Department,Rating,# of Ratings,% Would Take Again,Difficulty,Link to Page
Sawyer Kemp,English,5,2 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2284986
Carson Rogers,Mathematics,3.7,40 ratings,93%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2285634
Liwei Wu,Statistics,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2287237
Greg House,Economics,2.4,8 ratings,38%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2290100
Benjamin Pellegrom,English,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2292583
Floyd Wiseman,Chemistry,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2293414
Bridget Clark,Sociology,3.3,3 ratings,34%,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2293546
Matthew Sanborn,Geology,5,9 ratings,100%,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2294608
Luca Salvatici,Agricultural amp Resource Economics,1,6 ratings,0%,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2296499
Benjamin Pellegrom,University Writing Program,4.1,9 ratings,78%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2297229
Karyn O'Hearn,Biological Sciences,1.7,3 ratings,34%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2297310
Scott Polisky,University Writing Program,4.3,4 ratings,50%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2297326
Tridha Chatterjee,University Writing Program,4.5,12 ratings,84%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2297329
Parisa Samadi,University Writing Program,4,11 ratings,73%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2297330
Amy Lombardi,University Writing Program,5,5 ratings,100%,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2297331
Joseph Nevarez,University Writing Program,3.9,8 ratings,75%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2297333
Christopher Nuttall,University Writing Program,3.7,3 ratings,67%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2297336
Alexandra Sofroniew,Art & Art History,4.5,13 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2299676
Patricia Roberson,Human Development,3.8,5 ratings,80%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2300705
Robert Krone,Mathematics,2.7,27 ratings,41%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2300866
Ana Varela Tafur,Spanish,4.3,3 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2301013
Aubrey Gabel,French,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2301881
Maria Gillespie,Mathematics,4.4,5 ratings,80%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2304553
Thomas Maiorana,Design,4.3,3 ratings,100%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2305466
Gerardo Diaz,Science & Technology Studies,4.8,6 ratings,67%,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2308073
Carmine Morrow,Comparative Literature,5,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2308573
Seongkyu Lee,Mechanical Engineering,3.8,4 ratings,75%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2309542
Che Eun Kim,Communication,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2310006
Manar Al-Shatarat,Languages,4.8,4 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2310341
Marisella Rodriguez,Political Science,4,2 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2312518
Michael Mlekoday,University Writing Program,5,7 ratings,100%,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2312883
Lena Polzonetti,Theatre & Dance,5,3 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2313818
Rafael Sanchez,English,3,2 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2313821
Lynette Haberman,University Writing Program,5,5 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2315060
Kelly Meyer,Chemistry,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2316567
Mark Bauer,English,3.5,6 ratings,84%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2317017
Micheal Ziser,Animal Science,1,1 ratings,0%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2317029
Michael Abala,Neurobiology & Behavior,5,1 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2317111
Brandy Fleming,Advisor,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2318345
Carolynne Beno,Education,4.4,5 ratings,80%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2319408
Andre Kornell,Mathematics,3.7,42 ratings,72%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2319580
Emily Clark Kramer,Art,2,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2319872
Yang Lor,Sociology,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2320346
Melissa Patino-Vega,Spanish,5,4 ratings,100%,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2320391
Nicholas Yingling,English,5,5 ratings,100%,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2321035
Lifeng Lai,Electrical & Comp. Engineering,4.3,3 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2321479
David Roby,Music,3,1 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2321768
Melissa Corbett,Spanish,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2321918
Michael Martel,English,4.4,5 ratings,80%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2322532
Lindsey Lanfersieck,English,4.4,7 ratings,100%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2322537
Muhamed Ahmed,Languages,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2327171
Sharon Aviran,Biomedical Engineering,1,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2327227
John Goldberg,Management,2.8,11 ratings,46%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2327608
Diane Fioravante,Neurobiology amp Behavior,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2328245
Anamika Malhotra,Classics,4,1 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2328571
Sabrina Miller,Civil Engineering,3,2 ratings,50%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2328871
Scott Hunter,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2333428
Jennifer Colmenero,English,4.3,7 ratings,86%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2334086
April Peletta,University Writing Program,2,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2334883
Sara Gorchoff,Psychology,4.3,14 ratings,79%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2335231
Kyle Wood,Animal Science,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2338464
Fiamma Montezemolo,Technoculture Studies,1,1 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2338519
Alexander Wilson,Plant & Soil Science,5,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2338878
John Largier,Environmental Science,2.5,2 ratings,50%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2339612
Clare Casteel,Biological Sciences,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2340150
Santiago Perez,Economics,3.4,17 ratings,71%,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2340919
Randall Haas,Anthropology,4.5,6 ratings,84%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341505
Antoine Champetier,Economics,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341522
David Driscoll,Classics,4.1,25 ratings,80%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341841
Ahmed Muhamed,Languages,1,1 ratings,0%,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341904
Brendan Price,Economics,4.7,13 ratings,100%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341907
Erik Grijalva,Ecology & Evolutionary Biology,4.7,3 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341924
Zhou Yu,Computer Science,3.2,9 ratings,67%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2342168
Bryan Jenkins,Engineering,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2342236
Parsa Jamshidian,Statistics,5,6 ratings,100%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2342246
Melissa Ward,Environmental Science,5,3 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2343002
Antoine Champetier,Agricultural Economics,3,8 ratings,50%,4.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2343069
Oscar Barriga Cabanillas,Agricultural & Resource Economics,3,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2343937
Antoine Champetier,Agricultural & Resource Economics,2.5,2 ratings,50%,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2344115
Antoine Ribes,Management,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2344269
Andre Daccache,Agricultural Engineering,1,1 ratings,0%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2344502
Vanesa Gingold,Art,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2344579
Justin Streichman,Theatre amp Dance,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2344777
Alexis Patterson,Education,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2344809
Matthew Hansen,Wildlife,3.5,2 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2344816
Max Rudolph,Geology,2.8,6 ratings,34%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2345850
Whitney Larratt-Smith,Anthropology,1,1 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2346670
Sheryl-Ann Simpson,Landscape Architecture & Regional Planning,4,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2347424
Nicolas Caramp,Economics,2.6,37 ratings,41%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2347648
Ted Powers,Biological Sciences,5,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2347701
Randy Haas,Anthropology,5,3 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2348042
Dennis Quinn,Writing,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2348284
Kristin McCarty,Sociology,4,5 ratings,80%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2348656
Neetha Iyer,Anthropology,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2348709
Jeffrey Sacha,Sociology,3.6,8 ratings,63%,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2349527
Teresa Hamill,Physics,1,2 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2350078
Andy Robinson,English,5,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2350390
Karrigan Bork,Law,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2350489
Lindsay Bowman,Psychology,4.8,5 ratings,100%,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2350751
Tobin White,Education,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2350943
Maria Diaz-Basteris,Spanish,3.3,3 ratings,67%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2351034
Thomas Hintze,English,3.7,4 ratings,100%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2351196
John Maus,Agricultural amp Resource Economics,3.3,8 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2351262
David De la Pena,Landscape Architecture & Regional Planning,5,2 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2351425
Jenna Stearns,Economics,2.8,11 ratings,46%,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2351502
Cheemeng Tan,Biomedical Engineering,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2351829
Brooke Kipling,Spanish,5,3 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2352102
Kyrie Foster,French,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2352133
Jessica Blake,History,3.2,7 ratings,43%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2352408
Muneeza Rizvi,Anthropology,5,7 ratings,100%,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2352503
Sarah Gorchoff,Psychology,4,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2352529
Amy Motlagh,Classics,1.5,6 ratings,0%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2352651
Noli Brazil,Human Ecology,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2353430
Carlo Russo,Agricultural Economics,5,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2353923
Danny Martinez,Education,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355069
Maleeha Khan,Management,4,5 ratings,80%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355071
Michael Bissell,Statistics,4.5,2 ratings,100%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355153
Eduardo Da Silva Neto,Physics,4.6,7 ratings,86%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355605
April Peletta,English,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355617
Stephanie Boluk,English,3,4 ratings,50%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355621
Sandra Christenson,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355855
Jaime Jackson,Political Science,4.9,11 ratings,100%,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355875
Zhen Zhang,Comparative Literature,5,4 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2355939
Brigitte Rabie,University Writing Program,3.3,10 ratings,40%,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2356347
Tiernan Armstrong-Ingram,Philosophy,1.5,2 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2356378
Karen Lara,Psychology,3.9,9 ratings,67%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2356684
Regina Guiterrez,Theatre & Dance,5,2 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2357132
Cosmo Houck,Political Science,3.7,3 ratings,67%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2357752
Evan Jones,English,3.7,3 ratings,67%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2357925
Kelly Sharp,History,4,2 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2359533
Timothy Walker,Writing,5,5 ratings,100%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2361675
Christina Gao,Physics,3.9,7 ratings,72%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2362528
Holly Oldroyd,Civil Engineering,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2365167
Tessa DeAngelo,Communication,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2367330
Robert Walsh,Wildlife,5,2 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2367729
Mayte Frias,Psychology,1.3,9 ratings,12%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2369959
Cristina Moya,Anthropology,2.2,6 ratings,17%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2372753
Nicole Sparapani,Education,4.5,2 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2375641
Andres Escobar,Economics,2,2 ratings,50%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2378900
Ante Ursic,Theatre amp Dance,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380087
Ryan Pascua,Medicine,5,1 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380098
Jennifer Falbe,Human Development,4.3,4 ratings,100%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380307
Luxin Wang,Food Science amp Technology,5,3 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380608
Robert Sanders,Mathematics,4.4,18 ratings,95%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380675
Joey Nevarez,English,5,2 ratings,100%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380771
Yajun Graves,Physical Education,2,3 ratings,0%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2382130
Andrew Bower,Human Development,3.8,6 ratings,50%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2382277
Kelsey Fortune,Economics,3,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2382607
Lauren Hayes,Anthropology,4.8,4 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2382620
Georgina Bosch,Spanish,5,4 ratings,100%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383127
Ingrid Behrsin,Landscape Architecture amp Regional Planning,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383251
Joseph Schupbach,Theatre amp Dance,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383274
Mary Robinson,Physical Education,5,1 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383277
Mark Johnson,Physical Education,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383493
Magnus Snaebjoernsson,Comparative Literature,3,3 ratings,67%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383706
Sujoy Mukhopadhyay,Geology,5,3 ratings,100%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2383819
Caroline Riley,Art & Art History,4.6,5 ratings,100%,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384188
Seth Sanders,Religious Studies,4.8,6 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384360
Christina Moya,Anthropology,2,1 ratings,0%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384615
Dan Norton,Philosophy,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384620
Casey Sullivan,History,3,1 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384745
Johnna Swartz,Psychology,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384842
Jeannie Gazzaniga,Nutrition,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384848
Cameron Langer,Physics,4,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384881
Julia Menard-Warwick,Communication,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384940
Tarek Elhaik,Anthropology,3.3,3 ratings,67%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2384967
Daniel Coral,Spanish,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2385104
Sean Arseo,Sociology,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2386183
Anne Marie Schleiner,Design,5,2 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2386354
Margarita Jimenez-Silva,Education,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2386918
Curtis Atkisson,Anthropology,1,3 ratings,0%,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2387135
Maxine Zylberberg,Biological Sciences,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2387577
Frank Newton,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2388044
Marissa Baskett,Environmental Science,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2388073
Chelsi Florence,Sociology,4.5,2 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2389304
Jacinda Townsend,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2390007
Evan Sandlin,Political Science,4.7,3 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2390450
Penny Olson,Design,2,1 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2390473
Greg Clink,Physical Education,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2390509
Maddie Huang,Communication,2,2 ratings,0%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2390805
Yanwen Luo,Mathematics,4.8,5 ratings,100%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2390807
Arman Rezaee,Economics,4,2 ratings,100%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2391314
Sarah Faye,Writing,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2391762
L. Torres,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2392385
Kevin Dockery,Theatre & Dance,5,2 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2393990
Anthony Armas,Mathematics,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2394000
Xiaochen Liu,Mathematics,3,3 ratings,34%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2394394
Vanessa Segundo,Education,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2395112
Jingyang Shu,Mathematics,3.4,5 ratings,60%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2395874
Lily Chang,Art,5,1 ratings,100%,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2397173
Dalia Barghouty,English,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2400107
Kirupa Pushparaj,Law,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2400888
John Murray,Mathematics,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2401106
Tran Nguyen,Environmental Toxicology,4.3,3 ratings,100%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2401587
Seth Clark,History,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2402943
Muzi Rowe,Art,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2403324
Alaina Gibbons,Mathematics,3.5,2 ratings,50%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2404042
Matthew Thompson,Sociology,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2404067
Paloma Castillo,Mathematics,4.6,7 ratings,100%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2405433
paul prue,Mathematics,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2405541
Clark Richter,Ecology & Evolutionary Biology,2.3,6 ratings,17%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2409319
Amber Sanchez,Psychology,3.6,20 ratings,60%,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2410031
Amanda Modell,American Studies,2.3,3 ratings,0%,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2412623
Marco Rosales,History,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2412688
Wayne Jopanda,Asian American Studies,5,5 ratings,100%,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2415030
Michael Ryan,Art,5,1 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2417371
Diana Selmeczy,Psychology,4,6 ratings,67%,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2421947
Margaret Ronda,English,5,7 ratings,100%,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2422074
Kevin Hinojosa,Chemistry,4,2 ratings,100%,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2422896
Anthony Barley,Ecology & Evolutionary Biology,4,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2424155
Ramona Thomas,Mathematics,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2426207
J. Lopez,Art & Art History,3,9 ratings,56%,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2426292
Louis SIlverstein,Mathematics,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2426522
Stefano Valenti,Physics,3.2,6 ratings,67%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2427377
Nathan Hanford,Computer Science,4.6,11 ratings,91%,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2427930
Jeffrey Moran,Writing,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2431412
Soichiro Yamada,Biomedical Engineering,5,1 ratings,100%,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2436251
Alejandro Martinez Vela,Civil Engineering,4.5,4 ratings,100%,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2438725
Sally Neas,English,1.3,7 ratings,0%,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2439068
Linda Katehi,Engineering,0,0 ratings,N/A,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2439406
Berk Gozde,Art,5,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2439682
Oscar Kivinen,Mathematics,3,1 ratings,100%,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2440266
Zeke Baker,Sociology,3.3,3 ratings,34%,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2441207
